epoch,batch,loss,lr
1,0,5.9669718742370605,5e-05
1,1,5.81063175201416,4.998795761078998e-05
1,2,5.612687587738037,4.997591522157997e-05
1,3,5.518449783325195,4.996387283236995e-05
1,4,5.222317695617676,4.995183044315993e-05
1,5,5.065945625305176,4.9939788053949907e-05
1,6,4.828241348266602,4.9927745664739886e-05
1,7,4.704288482666016,4.9915703275529865e-05
1,8,4.475172519683838,4.9903660886319845e-05
1,9,4.606800079345703,4.9891618497109824e-05
1,10,4.443463325500488,4.987957610789981e-05
1,11,4.285584449768066,4.986753371868979e-05
1,12,4.424061298370361,4.985549132947977e-05
1,13,4.243059158325195,4.9843448940269756e-05
1,14,4.063096046447754,4.9831406551059735e-05
1,15,4.234554767608643,4.9819364161849715e-05
1,16,4.061420440673828,4.9807321772639694e-05
1,17,4.247061729431152,4.9795279383429674e-05
1,18,4.031797409057617,4.978323699421965e-05
1,19,3.9232430458068848,4.977119460500963e-05
1,20,4.091191291809082,4.975915221579961e-05
1,21,3.9178452491760254,4.97471098265896e-05
1,22,3.7294540405273438,4.973506743737958e-05
1,23,3.678218364715576,4.972302504816956e-05
1,24,3.8253746032714844,4.971098265895954e-05
1,25,3.719407558441162,4.969894026974952e-05
1,26,3.540769577026367,4.96868978805395e-05
1,27,3.8131587505340576,4.967485549132948e-05
1,28,3.6238536834716797,4.966281310211947e-05
1,29,3.425410032272339,4.965077071290945e-05
1,30,3.4559426307678223,4.963872832369942e-05
1,31,3.8592004776000977,4.96266859344894e-05
1,32,3.5202832221984863,4.9614643545279386e-05
1,33,3.659397840499878,4.9602601156069366e-05
1,34,3.577975273132324,4.9590558766859345e-05
1,35,3.4050700664520264,4.9578516377649325e-05
1,36,3.21030330657959,4.956647398843931e-05
1,37,3.3641929626464844,4.955443159922929e-05
1,38,3.035352945327759,4.954238921001927e-05
1,39,3.2226481437683105,4.9530346820809256e-05
1,40,3.7045187950134277,4.9518304431599236e-05
1,41,3.250284194946289,4.9506262042389215e-05
1,42,3.326270580291748,4.9494219653179194e-05
1,43,3.479719400405884,4.9482177263969174e-05
1,44,2.85628080368042,4.9470134874759153e-05
1,45,2.9757890701293945,4.945809248554913e-05
1,46,3.035098075866699,4.944605009633911e-05
1,47,2.841102123260498,4.94340077071291e-05
1,48,2.8537492752075195,4.942196531791908e-05
1,49,2.816847562789917,4.940992292870906e-05
1,50,2.916388988494873,4.939788053949904e-05
1,51,2.4666197299957275,4.938583815028902e-05
1,52,2.7051498889923096,4.9373795761079e-05
1,53,2.2112276554107666,4.936175337186898e-05
1,54,2.757843494415283,4.934971098265896e-05
1,55,2.488908052444458,4.933766859344894e-05
1,56,2.381117582321167,4.932562620423892e-05
1,57,2.2723617553710938,4.93135838150289e-05
1,58,2.3910415172576904,4.9301541425818886e-05
1,59,2.688006639480591,4.9289499036608866e-05
1,60,2.1185474395751953,4.9277456647398845e-05
1,61,2.1206588745117188,4.9265414258188825e-05
1,62,2.4909000396728516,4.925337186897881e-05
1,63,2.2191572189331055,4.924132947976879e-05
1,64,2.2478995323181152,4.922928709055877e-05
1,65,2.418513774871826,4.921724470134875e-05
1,66,2.3281235694885254,4.920520231213873e-05
1,67,2.8034448623657227,4.919315992292871e-05
1,68,2.165435791015625,4.918111753371869e-05
1,69,2.578226089477539,4.9169075144508674e-05
1,70,2.5663275718688965,4.9157032755298654e-05
1,71,2.5134129524230957,4.914499036608863e-05
1,72,2.0431346893310547,4.913294797687861e-05
1,73,2.362823963165283,4.91209055876686e-05
1,74,2.1564550399780273,4.910886319845858e-05
1,75,1.857073187828064,4.909682080924856e-05
1,76,2.0643303394317627,4.9084778420038544e-05
1,77,2.2546939849853516,4.907273603082852e-05
1,78,2.0401484966278076,4.9060693641618496e-05
1,79,2.0275843143463135,4.9048651252408476e-05
1,80,2.2913129329681396,4.903660886319846e-05
1,81,2.1444191932678223,4.902456647398844e-05
1,82,1.7489781379699707,4.901252408477842e-05
1,83,1.8646272420883179,4.90004816955684e-05
1,84,2.0535783767700195,4.8988439306358387e-05
1,85,1.9164671897888184,4.8976396917148366e-05
1,86,2.1050167083740234,4.8964354527938346e-05
1,87,1.881032943725586,4.8952312138728325e-05
1,88,2.222860813140869,4.894026974951831e-05
1,89,1.9669747352600098,4.892822736030829e-05
1,90,2.076073408126831,4.8916184971098263e-05
1,91,1.9804787635803223,4.890414258188825e-05
1,92,2.1248016357421875,4.889210019267823e-05
1,93,1.9899327754974365,4.888005780346821e-05
1,94,1.8693909645080566,4.886801541425819e-05
1,95,1.6395394802093506,4.8855973025048174e-05
1,96,2.19750714302063,4.8843930635838154e-05
1,97,2.2642855644226074,4.883188824662813e-05
1,98,1.7650320529937744,4.881984585741811e-05
1,99,1.7024519443511963,4.88078034682081e-05
1,100,1.9818508625030518,4.879576107899808e-05
1,101,1.9298160076141357,4.878371868978806e-05
1,102,1.7207472324371338,4.877167630057804e-05
1,103,1.9037458896636963,4.875963391136802e-05
1,104,1.5074816942214966,4.8747591522157996e-05
1,105,1.9631175994873047,4.8735549132947976e-05
1,106,1.7748661041259766,4.872350674373796e-05
1,107,2.3610939979553223,4.871146435452794e-05
1,108,1.6365251541137695,4.869942196531792e-05
1,109,1.9193665981292725,4.86873795761079e-05
1,110,1.8522911071777344,4.867533718689789e-05
1,111,2.0415358543395996,4.8663294797687866e-05
1,112,1.6825296878814697,4.8651252408477846e-05
1,113,1.9405856132507324,4.8639210019267825e-05
1,114,2.1145267486572266,4.8627167630057805e-05
1,115,1.7129852771759033,4.8615125240847784e-05
1,116,1.7302000522613525,4.8603082851637764e-05
1,117,1.8006490468978882,4.859104046242775e-05
1,118,1.527202844619751,4.857899807321773e-05
1,119,1.6230727434158325,4.856695568400771e-05
1,120,1.9479587078094482,4.855491329479769e-05
1,121,2.034331798553467,4.8542870905587675e-05
1,122,1.9057369232177734,4.8530828516377654e-05
1,123,1.5913443565368652,4.8518786127167633e-05
1,124,1.5895553827285767,4.850674373795761e-05
1,125,2.180668830871582,4.849470134874759e-05
1,126,1.9340460300445557,4.848265895953757e-05
1,127,1.9743156433105469,4.847061657032755e-05
1,128,1.6102288961410522,4.845857418111754e-05
1,129,1.9659065008163452,4.844653179190752e-05
1,130,1.7400927543640137,4.8434489402697497e-05
1,131,1.8145408630371094,4.8422447013487476e-05
1,132,2.304931640625,4.841040462427746e-05
1,133,1.636967658996582,4.839836223506744e-05
1,134,1.4436240196228027,4.838631984585742e-05
1,135,1.7016477584838867,4.83742774566474e-05
1,136,1.9187837839126587,4.836223506743739e-05
1,137,1.6706123352050781,4.835019267822736e-05
1,138,1.9157434701919556,4.833815028901734e-05
1,139,1.6169859170913696,4.832610789980732e-05
1,140,1.8781123161315918,4.8314065510597305e-05
1,141,1.60444974899292,4.8302023121387284e-05
1,142,1.6633598804473877,4.8289980732177264e-05
1,143,1.5830388069152832,4.827793834296725e-05
1,144,1.638268232345581,4.826589595375723e-05
1,145,1.8652422428131104,4.825385356454721e-05
1,146,1.787217617034912,4.824181117533719e-05
1,147,1.5903421640396118,4.8229768786127175e-05
1,148,1.4916400909423828,4.8217726396917154e-05
1,149,1.2408201694488525,4.8205684007707134e-05
1,150,1.7949612140655518,4.8193641618497106e-05
1,151,1.556554913520813,4.818159922928709e-05
1,152,1.7983226776123047,4.816955684007707e-05
1,153,1.3414173126220703,4.815751445086705e-05
1,154,1.7393873929977417,4.814547206165704e-05
1,155,1.606902837753296,4.813342967244702e-05
1,156,1.4595081806182861,4.8121387283237e-05
1,157,1.606361985206604,4.8109344894026976e-05
1,158,1.9068522453308105,4.809730250481696e-05
1,159,1.5295188426971436,4.808526011560694e-05
1,160,1.5321404933929443,4.807321772639692e-05
1,161,1.8282771110534668,4.80611753371869e-05
1,162,2.061985969543457,4.804913294797688e-05
1,163,1.7167625427246094,4.803709055876686e-05
1,164,1.760784387588501,4.802504816955684e-05
1,165,1.4250739812850952,4.8013005780346826e-05
1,166,1.393856406211853,4.8000963391136805e-05
1,167,1.7181260585784912,4.7988921001926784e-05
1,168,1.3902448415756226,4.7976878612716764e-05
1,169,1.6549644470214844,4.796483622350675e-05
1,170,1.6204040050506592,4.795279383429673e-05
1,171,1.7895729541778564,4.794075144508671e-05
1,172,1.5993435382843018,4.792870905587669e-05
1,173,1.3357694149017334,4.791666666666667e-05
1,174,1.6982539892196655,4.790462427745665e-05
1,175,1.329390048980713,4.789258188824663e-05
1,176,1.964601993560791,4.7880539499036607e-05
1,177,1.6819136142730713,4.786849710982659e-05
1,178,1.090378999710083,4.785645472061657e-05
1,179,1.875389814376831,4.784441233140655e-05
1,180,1.2795777320861816,4.783236994219654e-05
1,181,1.4519438743591309,4.782032755298652e-05
1,182,1.7405099868774414,4.78082851637765e-05
1,183,1.901465654373169,4.7796242774566476e-05
1,184,0.9961790442466736,4.7784200385356456e-05
1,185,1.7919855117797852,4.7772157996146435e-05
1,186,1.5436151027679443,4.7760115606936415e-05
1,187,1.5132770538330078,4.7748073217726394e-05
1,188,1.5111567974090576,4.773603082851638e-05
