epoch,batch,loss,lr
1,0,5.993408203125,5e-05
1,1,5.845515251159668,4.998795761078998e-05
1,2,5.750380516052246,4.997591522157997e-05
1,3,5.580872535705566,4.996387283236995e-05
1,4,5.407879829406738,4.995183044315993e-05
1,5,5.213437080383301,4.9939788053949907e-05
1,6,5.1417012214660645,4.9927745664739886e-05
1,7,4.884764671325684,4.9915703275529865e-05
1,8,4.696200370788574,4.9903660886319845e-05
1,9,4.644931793212891,4.9891618497109824e-05
1,10,4.626477241516113,4.987957610789981e-05
1,11,4.468533992767334,4.986753371868979e-05
1,12,4.285750389099121,4.985549132947977e-05
1,13,4.398674011230469,4.9843448940269756e-05
1,14,4.3487677574157715,4.9831406551059735e-05
1,15,4.355205059051514,4.9819364161849715e-05
1,16,4.3720221519470215,4.9807321772639694e-05
1,17,4.223631858825684,4.9795279383429674e-05
1,18,4.096442222595215,4.978323699421965e-05
1,19,3.9038920402526855,4.977119460500963e-05
1,20,4.096669673919678,4.975915221579961e-05
1,21,4.006289958953857,4.97471098265896e-05
1,22,3.9361634254455566,4.973506743737958e-05
1,23,4.095914840698242,4.972302504816956e-05
1,24,4.131371021270752,4.971098265895954e-05
1,25,3.969865322113037,4.969894026974952e-05
1,26,3.9631214141845703,4.96868978805395e-05
1,27,3.9322762489318848,4.967485549132948e-05
1,28,3.779946804046631,4.966281310211947e-05
1,29,3.6482748985290527,4.965077071290945e-05
1,30,3.727227210998535,4.963872832369942e-05
1,31,3.4978246688842773,4.96266859344894e-05
1,32,3.588290214538574,4.9614643545279386e-05
1,33,3.65206241607666,4.9602601156069366e-05
1,34,3.8318397998809814,4.9590558766859345e-05
1,35,3.9441311359405518,4.9578516377649325e-05
1,36,3.862691879272461,4.956647398843931e-05
1,37,3.6221089363098145,4.955443159922929e-05
1,38,3.6675517559051514,4.954238921001927e-05
1,39,3.777392864227295,4.9530346820809256e-05
1,40,3.59529972076416,4.9518304431599236e-05
1,41,3.295881986618042,4.9506262042389215e-05
1,42,3.629734516143799,4.9494219653179194e-05
1,43,3.426297187805176,4.9482177263969174e-05
1,44,3.7306675910949707,4.9470134874759153e-05
1,45,3.521389961242676,4.945809248554913e-05
1,46,3.7248919010162354,4.944605009633911e-05
1,47,3.525500774383545,4.94340077071291e-05
1,48,3.424628734588623,4.942196531791908e-05
1,49,3.3530189990997314,4.940992292870906e-05
1,50,3.558095932006836,4.939788053949904e-05
1,51,3.2809810638427734,4.938583815028902e-05
1,52,3.1729185581207275,4.9373795761079e-05
1,53,3.297297239303589,4.936175337186898e-05
1,54,3.426705837249756,4.934971098265896e-05
1,55,2.852738618850708,4.933766859344894e-05
1,56,2.9696083068847656,4.932562620423892e-05
1,57,3.0401978492736816,4.93135838150289e-05
1,58,3.268388032913208,4.9301541425818886e-05
1,59,2.6435980796813965,4.9289499036608866e-05
1,60,3.210374593734741,4.9277456647398845e-05
1,61,2.966459274291992,4.9265414258188825e-05
1,62,2.950226306915283,4.925337186897881e-05
1,63,2.685960054397583,4.924132947976879e-05
1,64,2.875194787979126,4.922928709055877e-05
1,65,2.9653501510620117,4.921724470134875e-05
1,66,2.8223133087158203,4.920520231213873e-05
1,67,2.457073450088501,4.919315992292871e-05
1,68,2.567146062850952,4.918111753371869e-05
1,69,2.751683235168457,4.9169075144508674e-05
1,70,2.6388611793518066,4.9157032755298654e-05
1,71,2.2228407859802246,4.914499036608863e-05
1,72,2.1033873558044434,4.913294797687861e-05
1,73,2.3227150440216064,4.91209055876686e-05
1,74,2.3202061653137207,4.910886319845858e-05
1,75,2.206183433532715,4.909682080924856e-05
1,76,2.288611650466919,4.9084778420038544e-05
1,77,2.405862331390381,4.907273603082852e-05
1,78,2.627314567565918,4.9060693641618496e-05
1,79,2.44478178024292,4.9048651252408476e-05
1,80,1.6976643800735474,4.903660886319846e-05
1,81,2.177827835083008,4.902456647398844e-05
1,82,2.3914899826049805,4.901252408477842e-05
1,83,1.9294745922088623,4.90004816955684e-05
1,84,2.7474024295806885,4.8988439306358387e-05
1,85,2.0435190200805664,4.8976396917148366e-05
1,86,2.39447283744812,4.8964354527938346e-05
1,87,1.9807533025741577,4.8952312138728325e-05
1,88,1.7924046516418457,4.894026974951831e-05
1,89,2.150299310684204,4.892822736030829e-05
1,90,2.2079057693481445,4.8916184971098263e-05
1,91,2.0482730865478516,4.890414258188825e-05
1,92,1.926634669303894,4.889210019267823e-05
1,93,2.3319239616394043,4.888005780346821e-05
1,94,1.8637428283691406,4.886801541425819e-05
1,95,2.0445175170898438,4.8855973025048174e-05
1,96,2.184384822845459,4.8843930635838154e-05
1,97,1.9273419380187988,4.883188824662813e-05
1,98,2.5310630798339844,4.881984585741811e-05
1,99,1.9948914051055908,4.88078034682081e-05
1,100,2.0293288230895996,4.879576107899808e-05
1,101,1.609115481376648,4.878371868978806e-05
1,102,1.882702112197876,4.877167630057804e-05
1,103,1.9525654315948486,4.875963391136802e-05
1,104,2.024031400680542,4.8747591522157996e-05
1,105,2.010938882827759,4.8735549132947976e-05
1,106,2.0520992279052734,4.872350674373796e-05
1,107,1.9075669050216675,4.871146435452794e-05
1,108,1.9879634380340576,4.869942196531792e-05
1,109,2.0246686935424805,4.86873795761079e-05
1,110,2.0000693798065186,4.867533718689789e-05
1,111,2.242063522338867,4.8663294797687866e-05
1,112,1.9431087970733643,4.8651252408477846e-05
1,113,2.2220089435577393,4.8639210019267825e-05
1,114,2.1888649463653564,4.8627167630057805e-05
1,115,2.246586322784424,4.8615125240847784e-05
1,116,2.2079110145568848,4.8603082851637764e-05
1,117,2.1367177963256836,4.859104046242775e-05
1,118,1.9655249118804932,4.857899807321773e-05
1,119,2.1870641708374023,4.856695568400771e-05
1,120,1.7374529838562012,4.855491329479769e-05
1,121,1.6910886764526367,4.8542870905587675e-05
1,122,1.8897310495376587,4.8530828516377654e-05
1,123,2.3113722801208496,4.8518786127167633e-05
1,124,1.9084100723266602,4.850674373795761e-05
1,125,1.7965483665466309,4.849470134874759e-05
1,126,1.777794599533081,4.848265895953757e-05
1,127,2.237489700317383,4.847061657032755e-05
1,128,1.930959939956665,4.845857418111754e-05
1,129,1.682384729385376,4.844653179190752e-05
1,130,1.3783893585205078,4.8434489402697497e-05
1,131,2.062978506088257,4.8422447013487476e-05
1,132,1.7092710733413696,4.841040462427746e-05
1,133,1.785302758216858,4.839836223506744e-05
1,134,1.446691632270813,4.838631984585742e-05
1,135,1.855470895767212,4.83742774566474e-05
1,136,1.8515291213989258,4.836223506743739e-05
1,137,1.75017249584198,4.835019267822736e-05
1,138,1.53986656665802,4.833815028901734e-05
1,139,1.9371941089630127,4.832610789980732e-05
1,140,1.7790460586547852,4.8314065510597305e-05
1,141,1.7523915767669678,4.8302023121387284e-05
1,142,1.848089337348938,4.8289980732177264e-05
1,143,1.666034460067749,4.827793834296725e-05
